id_ciclo,data_hora_inicio,turno,equipe,id_equipamento,id_carga,massa_transportada,carga_alvo,TVV,TFC,TMC,TC,TVC,TFB,TMB,TB,tempo_ciclo_total,dmt_total,tkph_viagem
10451,2023-06-20T02:59:07Z,Noite,Turma C,HAUL-0021,LOAD-0001,353.18,431.78,3,0.22,0.94,4.49,12.08,0.6,0,1.19,22.32,1540.06,1624.83
10452,2023-06-20T03:02:14Z,Noite,Turma C,HAUL-0029,LOAD-0001,400.54,429.36,8.69,7.09,1.64,2.87,10.05,0.75,0,0.93,31.83,1234.89,1275.04
10453,2023-06-20T03:07:11Z,Noite,Turma C,HAUL-0018,LOAD-0001,404.71,428.62,9.86,4.25,2.19,2.78,9.3,1.05,0,0.99,30.25,1242.33,1300.1
10454,2023-06-20T03:05:49Z,Noite,Turma C,HAUL-0019,LOAD-0001,330.32,426.83,11.26,5.6,1.2,2.97,11.77,0.88,0,0.77,34.6,1416.95,1512.32
10455,2023-06-22T17:54:19Z,Dia,Turma B,HAUL-0028,LOAD-0002,379.59,431.85,5.63,5.67,1.02,2.52,5.79,0.6,0,0.73,21.95,1164.72,1223.93
10456,2023-06-22T17:58:25Z,Dia,Turma B,HAUL-0031,LOAD-0002,413.54,429.6,5.56,2.46,1.24,2.83,6.2,0.38,0,0.84,19.42,1067.86,1365.34
10457,2023-06-22T17:58:44Z,Dia,Turma B,HAUL-0013,LOAD-0001,232.65,270.93,9.55,3.03,0.33,3.72,7.3,0,0,0.7,24.46,568.13,611.49
10458,2023-06-22T18:01:05Z,Dia,Turma B,HAUL-0024,LOAD-0002,348.06,430.15,6.91,1.13,0.95,1.7,6.49,0.55,0,1.24,18.95,1068.85,1136.43
10459,2023-06-24T19:34:37Z,Dia,Turma B,HAUL-0019,LOAD-0001,344.35,426.53,10.81,0,1.32,4.64,15.38,0,0,6.51,38.68,1501.51,1567.72
10460,2023-06-24T19:42:42Z,Dia,Turma B,HAUL-0017,LOAD-0002,401.55,431.47,8.75,2.76,1.27,2.29,11.72,0,0,3.16,30.16,1648.79,1705.43
10461,2023-06-24T19:45:55Z,Dia,Turma B,HAUL-0022,LOAD-0002,374.97,427.37,9.87,3,1,2.24,11.07,0,0,2.17,29.01,1520.47,1622.3
10462,2023-06-24T19:50:13Z,Dia,Turma B,HAUL-0023,LOAD-0002,411.72,431.54,10.93,5.41,1.26,3.02,7.76,0,0,1.61,30.14,1698.46,1766.32
10463,2023-06-24T19:44:47Z,Dia,Turma B,HAUL-0024,LOAD-0001,264.94,432.89,6.73,6.15,1.23,4.12,14.66,0,0,0.35,33.47,1135.6,1207.96
10465,2023-06-26T09:37:53Z,Noite,Turma A,HAUL-0024,LOAD-0001,280,434.09,8.74,6.62,0.66,3.32,8.98,0,0,1.52,29.93,832.59,896.14
10466,2023-06-26T09:45:11Z,Noite,Turma A,HAUL-0002,LOAD-0003,236.52,271.19,8.38,0,0.71,2.48,5.51,0,0,0.49,17.47,336.28,361.46
10467,2023-06-26T09:45:05Z,Noite,Turma A,HAUL-0022,LOAD-0003,406.66,428.53,10.22,0.73,1.39,8.4,11.74,0,0,1.12,33.75,1329.91,1380.25
10468,2023-06-28T13:56:45Z,Dia,Turma D,HAUL-0014,LOAD-0003,219.59,267.44,5.36,0.08,2.16,1.44,7.16,0.85,0,1.31,18.38,345.84,367.27
10469,2023-06-28T13:48:47Z,Dia,Turma D,HAUL-0021,LOAD-0002,390.17,426.72,6.47,2.82,0.99,2.11,15.52,0,0,1.91,29.53,959.34,1011.36
10470,2023-06-28T14:03:00Z,Dia,Turma D,HAUL-0019,LOAD-0001,262.84,428.63,5.23,0,1.69,6.24,3.2,0,0,0.83,17.22,646.38,689.22
10471,2023-06-28T13:57:30Z,Dia,Turma D,HAUL-0017,LOAD-0002,335.14,433.82,8.19,3.36,1.12,2.28,8.4,0,0,1.62,25.28,816.22,868.19
10472,2023-06-28T13:54:04Z,Dia,Turma D,HAUL-0029,LOAD-0002,356.56,425.88,9.8,0,1.11,2.81,16.58,0,0,1.03,31.14,869.56,919.52
10473,2023-06-28T14:01:27Z,Dia,Turma D,HAUL-0018,LOAD-0002,365.25,429.24,5.93,3.94,1.03,2.91,9.24,0,0,1.07,24.26,902.52,943.77
10474,2023-06-03T21:46:13Z,Dia,Turma B,HAUL-0026,LOAD-0001,362.03,425.95,12.58,0,0.82,3.27,8.63,0,0,0.6,25.87,494.71,525.44
10475,2023-06-03T21:43:56Z,Dia,Turma B,HAUL-0024,LOAD-0001,359.15,425.98,7.47,0.35,1.16,2.32,10.72,0,0,2.73,24.47,1175.1,1247.22
10476,2023-06-03T21:51:31Z,Dia,Turma B,HAUL-0027,LOAD-0001,301.21,429.96,4.47,3.2,2.03,3.29,4.81,0,0,1.17,19.16,408.46,430.94
10477,2023-06-01T05:37:30Z,Noite,Turma C,HAUL-0030,LOAD-0003,399.74,432.56,4.44,0,1.31,5.72,8.19,0,0,1.21,20.67,1007.48,1054.35
10478,2023-06-01T05:35:26Z,Noite,Turma C,HAUL-0027,LOAD-0001,314.34,428.56,2.74,4.34,1.01,3.07,6.06,0,0,2.18,19.37,362.31,381.37
10479,2023-06-01T05:22:14Z,Noite,Turma C,HAUL-0029,LOAD-0001,365.28,431.44,11.44,4.88,1.71,3.4,11.84,0,0,0.99,34.28,738.07,783.83
10480,2023-06-01T05:28:01Z,Noite,Turma C,HAUL-0026,LOAD-0001,307.24,429.03,3.42,1.97,0.78,3.13,7.06,0,0,2.19,18.49,381.21,404.25
10481,2023-06-04T14:25:39Z,Dia,Turma D,HAUL-0021,LOAD-0001,393.37,427.57,7.49,4.97,1.14,3.24,9.05,0,0,1.43,27.34,1263.54,1339.86
10482,2023-06-04T14:21:17Z,Dia,Turma D,HAUL-0023,LOAD-0001,366.2,427.19,1.05,0.45,0.71,3.51,6.54,0,0,2.99,15.15,948.77,1002.13
10483,2023-06-04T14:13:43Z,Dia,Turma D,HAUL-0025,LOAD-0001,392.7,429.34,7.33,10.13,0.82,3.28,11.12,0,0,0,32.4,1278.67,1366.44
10484,2023-06-04T14:17:05Z,Dia,Turma D,HAUL-0027,LOAD-0001,335.72,426.01,6.12,13.16,0.6,2.77,7.48,0,0,1.47,31.65,1093.48,1152.83
10485,2023-06-04T13:57:57Z,Dia,Turma D,HAUL-0021,LOAD-0001,382.05,431.19,7.58,2.51,1.09,3.05,9.44,0,0,1.33,24.91,1234.65,1286.24
10486,2023-06-04T14:01:51Z,Dia,Turma D,HAUL-0015,LOAD-0001,375.36,426.22,7.84,3.34,1.31,2.63,9.45,0,0,3.03,27.56,1235.06,1277.14
10487,2023-06-14T00:07:03Z,Noite,Turma A,HAUL-0026,LOAD-0001,296.45,428.19,18.44,11.77,1.16,2.35,10.64,0,0,0,44.06,949.25,1029.53
10488,2023-06-14T00:10:22Z,Noite,Turma A,HAUL-0024,LOAD-0001,354.54,428.86,9.1,14.52,1.06,2.24,11.27,0,0,1.69,39.91,1167.92,1247.07
10489,2023-06-14T00:18:15Z,Noite,Turma A,HAUL-0018,LOAD-0001,405.37,431.81,10.9,2.33,1.43,2.96,9.99,0,0,0,27.9,1366.83,1412.97
10490,2023-06-14T00:22:55Z,Noite,Turma A,HAUL-0029,LOAD-0001,389.08,428.62,2.06,0,1.45,4.79,5.57,0,0,2.08,15.88,657.5,686.8
10491,2023-06-14T00:22:06Z,Noite,Turma A,HAUL-0028,LOAD-0001,357.25,432.94,7.32,1.58,1.03,2.82,10.7,0,0,1.42,24.81,1243.94,1285.37
10494,2023-06-11T15:48:37Z,Dia,Turma D,HAUL-0020,LOAD-0001,298.4,429.88,4.94,8,1.35,1.74,7.06,0,0,0,22.92,894.94,939.67
10495,2023-06-15T19:45:21Z,Dia,Turma D,HAUL-0024,LOAD-0001,277.06,432.86,22.7,2.65,1.34,2.87,14.55,0,0,1.95,46.59,665.67,709.47
10496,2023-06-15T19:59:53Z,Dia,Turma D,HAUL-0025,LOAD-0001,386.28,430.4,5.2,0,0.46,0.99,20,0,0,0,26.53,994.4,1058.08
10497,2023-06-19T02:28:49Z,Noite,Turma C,HAUL-0016,LOAD-0001,376.74,426.9,12.64,0,0.93,3.3,15.78,0,0,2.21,34.49,1735.94,1833.12
10498,2023-06-19T02:15:03Z,Noite,Turma C,HAUL-0029,LOAD-0001,387.97,432.6,14.98,0,1.02,3.32,14.78,0,0,2,36.47,1793.2,1875.6
10500,2023-06-19T02:12:42Z,Noite,Turma C,HAUL-0005,LOAD-0003,214.94,270.51,14.67,3.63,1.5,2.09,13.17,1.62,0,1.36,38.26,701.41,736.55
10501,2023-06-19T02:20:44Z,Noite,Turma C,HAUL-0023,LOAD-0001,388.85,432.22,12.71,0,0.17,3.97,13.78,0,0,1.13,32.13,1790.83,1874.07
10502,2023-06-24T01:33:33Z,Noite,Turma C,HAUL-0017,LOAD-0002,392.26,432.04,3.68,2.29,1.13,2.94,4.36,0.51,0,1.65,16.56,518.41,539.4
10503,2023-06-24T01:34:37Z,Noite,Turma C,HAUL-0028,LOAD-0001,366.58,426.54,7.9,0,0.52,2.89,11.66,0,0,1.74,24.78,1515.26,1593.41
10504,2023-06-24T01:38:23Z,Noite,Turma C,HAUL-0018,LOAD-0002,375.77,426.76,4.71,2.2,1.16,3.64,3.78,1.06,0,0.94,17.64,487.51,519.54
10505,2023-06-24T01:34:39Z,Noite,Turma C,HAUL-0025,LOAD-0001,370.8,430.37,9.25,2.96,1.61,2.83,8.69,0.59,0,0.58,26.36,1043.56,1095.77
10506,2023-06-29T20:04:42Z,Dia,Turma B,HAUL-0025,LOAD-0002,420.19,434.25,4.07,0.05,1.35,2.47,5.28,0,0,0.7,13.87,657.46,687.53
10507,2023-06-29T20:00:52Z,Dia,Turma B,HAUL-0031,LOAD-0002,406.14,432.07,6.07,4.02,1.12,2.69,4.53,0,0,0.98,19.25,652.57,679.68
10508,2023-06-29T19:49:02Z,Dia,Turma B,HAUL-0025,LOAD-0002,389.2,432.18,8.28,4.21,1.16,2.6,7.12,0,0,0.6,23.9,619.52,647.01
10509,2023-06-29T19:57:02Z,Dia,Turma B,HAUL-0026,LOAD-0002,348.37,428.48,5.11,0.92,1.91,2.83,6.25,0,0,1.28,18.45,558.1,576.61
10510,2023-06-29T19:52:18Z,Dia,Turma B,HAUL-0020,LOAD-0002,362.36,432.15,5.78,2.6,0.97,2.3,5.56,0,0,1,18.25,576.8,602.41
10511,2023-06-01T11:06:50Z,Noite,Turma C,HAUL-0021,LOAD-0001,311.34,429.51,2.65,5.32,0.67,2.42,4.08,0,0,1.36,16.38,271.81,287.37
10514,2023-06-14T10:58:31Z,Noite,Turma A,HAUL-0023,LOAD-0001,385.46,426.01,4.16,1.79,0.78,4.82,6.03,0,0,1.47,19,1012.16,1060.45
10515,2023-06-02T18:22:29Z,Dia,Turma B,HAUL-0010,LOAD-0004,251.19,268.36,1.61,0,0.9,7.83,7.21,3.02,0,0.48,21.25,551.34,594.79
10516,2023-06-21T03:00:39Z,Noite,Turma C,HAUL-0011,LOAD-0004,235.47,271.19,12.31,0,1.72,11.82,2.31,2.08,0,0.5,30.74,122.42,131.48
10517,2023-06-23T00:26:31Z,Noite,Turma A,HAUL-0014,LOAD-0003,225.37,272.01,1.58,1.12,0.89,4.09,1.33,1,0,0.68,10.64,121.69,132.9
10518,2023-06-23T00:21:31Z,Noite,Turma A,HAUL-0012,LOAD-0003,245.34,268.26,21.04,0,0.75,3.4,6.81,0.9,0,0.53,33.44,512.44,557.54
10519,2023-06-23T00:30:42Z,Noite,Turma A,HAUL-0013,LOAD-0003,184.4,270.84,2.09,5.32,0.6,3.57,1.65,0.28,0,0.45,13.8,98.9,107.35
10520,2023-06-01T10:41:42Z,Noite,Turma C,HAUL-0029,LOAD-0001,398.16,429.26,6.8,3.95,1.41,2.5,3.65,1.22,0,2,21.4,405,428.49
10521,2023-06-01T10:50:55Z,Noite,Turma C,HAUL-0021,LOAD-0001,412.41,427.7,2.59,6.46,0.78,2.78,3.75,0,0,1.17,17.3,423.29,441
10523,2023-06-01T10:23:19Z,Noite,Turma C,HAUL-0021,LOAD-0001,399.03,430.33,2.41,6.8,1.06,3.03,3.61,6.71,0,2.06,25.79,408.32,428.42
10524,2023-06-01T10:12:00Z,Noite,Turma C,HAUL-0018,LOAD-0001,401.75,434.12,3.47,1.57,1.39,2.05,5.27,0,0,16.32,29.84,401.66,424.37
10525,2023-06-14T11:03:50Z,Noite,Turma A,HAUL-0022,LOAD-0001,367.1,430.45,10.62,2.02,1.61,3.66,7.88,0.8,0,2.12,28.52,966.07,1006.86
10526,2023-06-14T11:09:57Z,Noite,Turma A,HAUL-0016,LOAD-0001,392.89,427.71,9.8,3.28,1.4,4.75,7.61,1.56,0,4.2,32.49,1045.45,1079
10527,2023-06-14T11:16:04Z,Noite,Turma A,HAUL-0019,LOAD-0001,372.99,434.26,7.72,5.84,1.95,4.19,8.03,0,0,5.01,32.67,974.64,1016.75
10528,2023-06-21T00:09:06Z,Noite,Turma C,HAUL-0003,LOAD-0003,164.71,270.44,2.13,3.45,0.59,3.82,18.44,0.17,0,0.55,28.96,679.64,521.06
10530,2023-06-29T19:45:18Z,Dia,Turma B,HAUL-0021,LOAD-0002,291.23,429.81,6.1,11.85,1.98,1.49,4.74,0,0,2.39,28.72,458.15,487.34
10531,2023-06-29T19:37:51Z,Dia,Turma B,HAUL-0026,LOAD-0002,313.08,432.76,6.52,3.83,1.97,3.45,7.17,0,0,1.24,24.2,488.93,515.56
10532,2023-06-29T19:41:50Z,Dia,Turma B,HAUL-0031,LOAD-0002,373.52,430.16,12.01,9.07,1.09,2.92,4.41,0,0,0.75,30.1,598.61,629.37
10533,2023-06-29T19:32:27Z,Dia,Turma B,HAUL-0023,LOAD-0002,398.49,428.9,6.37,0,0.32,3.69,4.77,0,0,1.44,16.42,637.98,665.53
10534,2023-06-29T19:22:47Z,Dia,Turma B,HAUL-0016,LOAD-0002,399.12,433.31,4.56,4.98,0.93,2.66,6.74,0,0,1.16,20.94,644.04,672.65
10535,2023-06-29T19:19:11Z,Dia,Turma B,HAUL-0030,LOAD-0002,382.87,432.78,4.33,5.49,2.18,2.07,7.43,0,0,0,21.63,606.35,640.12
10536,2023-06-13T15:42:13Z,Dia,Turma B,HAUL-0021,LOAD-0003,354.54,433.22,5.43,5.25,0.92,6.49,1.57,0,0,0.94,20.5,197.52,209.31
10537,2023-06-13T05:24:31Z,Noite,Turma C,HAUL-0002,LOAD-0001,242.78,267.38,9.13,2.94,1.56,1.67,7.56,0,0,0.8,23.55,303.21,322.3
10538,2023-06-13T04:26:19Z,Noite,Turma C,HAUL-0021,LOAD-0001,392.44,431.85,10.62,5.53,1.53,3.92,5.45,0,0,1.07,28.12,503.44,528.07
10539,2023-06-06T04:30:30Z,Noite,Turma A,HAUL-0015,LOAD-0001,356.43,430.11,11.91,0.43,1.05,3.31,12.67,0,0,3.41,32.82,1374.57,1445.62
10540,2023-06-06T04:34:02Z,Noite,Turma A,HAUL-0021,LOAD-0001,343.92,429.65,12.18,4.31,1.35,2.19,14.71,0,0,3.33,38.11,1330.64,1387.44
10541,2023-06-06T04:38:16Z,Noite,Turma A,HAUL-0025,LOAD-0001,385.73,433.58,6.92,5.59,1.06,3.19,16.38,0,0,0,32.98,1505.1,1546.85
10542,2023-06-06T04:44:05Z,Noite,Turma A,HAUL-0028,LOAD-0001,370.4,429.75,2.72,9.72,1.48,4.33,13.72,0,0,1.13,33.28,1403.72,1471.12
10543,2023-06-06T04:48:31Z,Noite,Turma A,HAUL-0023,LOAD-0001,377.21,434.2,4.36,3.93,1.27,3.18,12.62,0,0,1.92,27.31,1455.37,1514.27
10544,2023-06-06T04:57:30Z,Noite,Turma A,HAUL-0010,LOAD-0003,239.22,269.78,3.98,8.85,2.57,3.37,4.7,1.71,0,0.75,26.18,352.69,379.55
10545,2023-06-06T04:53:02Z,Noite,Turma A,HAUL-0030,LOAD-0001,382.27,425.85,12.91,8.07,1.19,3.32,15.98,0,0,0.02,41.51,1437.62,1510.45
10549,2023-06-10T01:36:04Z,Noite,Turma A,HAUL-0025,LOAD-0001,390.72,430.35,9.43,0.33,0.99,3.1,7.39,0,0,1.7,22.81,921.15,966.53
10551,2023-06-20T03:09:33Z,Noite,Turma C,HAUL-0024,LOAD-0001,355.69,427.47,13.57,4.1,1.09,2.66,12.95,0.55,0,1.06,36.32,1551.1,1635.16
10552,2023-06-20T03:11:18Z,Noite,Turma C,HAUL-0030,LOAD-0001,402.67,434.14,9.33,1.62,1.23,2.91,12.03,0.35,0,0.93,28.74,1556.26,1635.9
10553,2023-06-20T03:11:32Z,Noite,Turma C,HAUL-0017,LOAD-0002,418.51,428.45,7.46,0,0.25,2.85,9.08,0.5,0,0.97,21.1,1829.22,2297.8
10554,2023-06-20T03:18:06Z,Noite,Turma C,HAUL-0031,LOAD-0002,357.97,431.92,20,0,3.62,2.87,10.12,1.22,0,1.42,39.85,1873.5,1964.93
10555,2023-06-20T03:15:42Z,Noite,Turma C,HAUL-0022,LOAD-0001,347.65,429.63,10.97,0,1.88,3.91,14.49,0.17,0,0.93,32.37,1530.29,1614.68
10556,2023-06-20T03:16:04Z,Noite,Turma C,HAUL-0025,LOAD-0001,402.18,433.46,10.59,6.11,0.27,4.49,15.78,0.77,0,1.06,39.34,1951.92,2047.42
10557,2023-06-22T18:01:37Z,Dia,Turma B,HAUL-0004,LOAD-0003,247.65,269.1,5.64,0,1.46,2.16,7.23,0.73,0,0.65,17.77,542.89,576.16
10558,2023-06-22T18:08:02Z,Dia,Turma B,HAUL-0016,LOAD-0002,377.69,429.19,6.38,0,0,2.09,7.32,1.19,0,1.37,18.4,1158.91,1230.62
10559,2023-06-22T18:13:05Z,Dia,Turma B,HAUL-0011,LOAD-0003,221.98,267.53,7.65,0,0.37,1.55,6.27,2.81,0,0.97,19.65,477.42,512.91
10560,2023-06-24T19:53:34Z,Dia,Turma B,HAUL-0003,LOAD-0003,158.23,268.65,12.03,0.15,1.31,3.58,6.9,0.77,0,0.72,25.63,663.62,509.27
10561,2023-06-24T19:57:01Z,Dia,Turma B,HAUL-0025,LOAD-0002,368.78,425.98,7.91,8.95,1.13,2.5,9.03,0,0,0.9,30.22,1538.78,1607.16
10562,2023-06-26T09:49:57Z,Noite,Turma A,HAUL-0003,LOAD-0001,217.6,269.83,6.46,0,1.94,2.64,7.13,0.79,0,0.47,19.25,660.87,690.74
10563,2023-06-26T09:55:25Z,Noite,Turma A,HAUL-0025,LOAD-0001,370.4,427.89,3.86,0,0.81,3.31,7.02,0,0,0.82,16.04,562.78,583.74
10564,2023-06-26T09:56:26Z,Noite,Turma A,HAUL-0027,LOAD-0001,351.16,428.23,8.86,0,0.84,3.48,8.32,0,0,1.45,23.06,1133.56,1211.35
10565,2023-06-26T09:58:53Z,Noite,Turma A,HAUL-0024,LOAD-0001,351.92,433.16,4.91,2.22,1.01,2.45,6.23,0,0,1.29,18.13,675.6,735.15
10566,2023-06-28T13:26:33Z,Dia,Turma D,HAUL-0023,LOAD-0001,377.84,426.57,4.78,4.1,1.24,3.35,6.18,0,0,1.65,21.53,794,836.9
10567,2023-06-28T14:07:06Z,Dia,Turma D,HAUL-0011,LOAD-0001,219.15,270.04,14.01,11.22,0.03,0.17,5.27,5.5,0,0.8,37.32,549.39,578.14
10568,2023-06-28T14:22:02Z,Dia,Turma D,HAUL-0019,LOAD-0002,353.73,431.85,6.82,3.87,0.99,3.29,4.53,0,0,0,19.38,871.45,913.84
10569,2023-06-28T14:14:23Z,Dia,Turma D,HAUL-0022,LOAD-0002,406.34,433.37,6.3,0,0.34,2.63,4.98,0,0,7.74,21.92,1004.12,1045.15
10570,2023-06-03T21:48:59Z,Dia,Turma B,HAUL-0030,LOAD-0001,382.95,426.53,9.71,1.28,1.43,3.65,11.16,0,0,1.26,28.64,1273.39,1330.41
10571,2023-06-03T21:55:43Z,Dia,Turma B,HAUL-0012,LOAD-0001,267.23,267.38,3.83,5.24,1.77,2.43,4.78,0.35,0,0.78,19.13,357.54,385.27
10572,2023-06-03T21:36:22Z,Dia,Turma B,HAUL-0018,LOAD-0001,401.03,425.88,6.79,0.4,0.9,2.82,9.15,0,0,1.73,21.55,1302.67,1358.06
10573,2023-06-03T21:40:29Z,Dia,Turma B,HAUL-0023,LOAD-0001,382.64,430.09,10.7,4.12,1.24,2.88,7.85,0,0,1.52,28.05,1222.83,1303.97
10574,2023-06-01T05:31:22Z,Noite,Turma C,HAUL-0025,LOAD-0001,391.68,427.72,3.6,0,3.08,4.2,6.8,0,0,0.79,18.56,716.3,741.5
10575,2023-06-01T05:34:03Z,Noite,Turma C,HAUL-0028,LOAD-0001,406.79,428.69,5.14,3.63,1.21,4.81,4.92,0,0,0.67,20.38,518.28,540.19
10576,2023-06-01T05:29:00Z,Noite,Turma C,HAUL-0012,LOAD-0003,230.81,271.9,9.08,0,1.46,3.23,10.27,1.88,0,0.95,26.99,557.51,605.94
10577,2023-06-01T05:19:52Z,Noite,Turma C,HAUL-0008,LOAD-0001,211.55,270.84,4.3,0,0.74,1.77,3.73,7.61,0,0.79,19.04,373.83,401.12
10578,2023-06-01T05:14:14Z,Noite,Turma C,HAUL-0021,LOAD-0001,422.01,426.82,10.6,0.87,1.42,2.81,9.49,0,0,0,25.44,532.42,560.42
10579,2023-06-01T05:16:54Z,Noite,Turma C,HAUL-0027,LOAD-0001,387.44,427.18,3.46,8.64,1.1,3.25,3.61,0,0,3.87,23.65,706.9,735.52
10580,2023-06-04T14:09:39Z,Dia,Turma D,HAUL-0023,LOAD-0001,421.28,432.32,17.15,4.41,0.33,2.36,1.78,0,0,0.3,26.29,1168.52,1451.43
10581,2023-06-04T13:31:09Z,Dia,Turma D,HAUL-0021,LOAD-0001,371.98,428.97,10.09,1.39,0.83,2.86,8.21,0,0,1.28,24.83,1198.31,1268.7
10582,2023-06-04T13:53:48Z,Dia,Turma D,HAUL-0013,LOAD-0001,161.17,268.1,10.35,0,1.11,1.85,8.28,0.98,0,0.65,23.33,692.86,547.41
10583,2023-06-04T13:45:11Z,Dia,Turma D,HAUL-0027,LOAD-0001,361.87,431.49,8.53,3.23,0.83,2.44,7.83,0,0,1.51,24.57,1159.23,1232.91
10584,2023-06-04T13:34:46Z,Dia,Turma D,HAUL-0015,LOAD-0001,392.45,429.45,13.44,4.32,0.94,2.7,9.4,0,0,2.72,33.63,1278.71,1338.28
10585,2023-06-14T00:26:30Z,Noite,Turma A,HAUL-0017,LOAD-0001,383.51,428.18,1.56,2.84,1.25,3.16,9.85,0,0,1.86,20.63,1285.39,1330.77
10586,2023-06-13T22:56:51Z,Dia,Turma B,HAUL-0029,LOAD-0001,392.95,434.24,8.3,1.16,1.01,2.94,10.94,0,0,0.75,24.96,1307.84,1348.57
10587,2023-06-11T15:45:31Z,Dia,Turma D,HAUL-0027,LOAD-0001,254.69,434.15,3.99,9.32,0.87,1.95,6.87,0,0,0,23.13,863.55,641.95
10588,2023-06-11T15:42:42Z,Dia,Turma D,HAUL-0030,LOAD-0001,352.86,432,4.35,10.36,0.69,2.58,5.84,0,0,0.8,24.59,865.24,898.64
10589,2023-06-15T20:21:37Z,Dia,Turma D,HAUL-0001,LOAD-0003,245.56,271.14,9.1,11.9,1.39,4.08,9.98,0.77,0,0.6,37.44,765.31,836.9
10590,2023-06-15T20:43:31Z,Dia,Turma D,HAUL-0025,LOAD-0001,363.25,430.56,4.69,0,0.98,2.4,5.49,0,0,1.9,15.63,786.53,846.96
10591,2023-06-15T20:47:50Z,Dia,Turma D,HAUL-0016,LOAD-0001,343.2,429.99,7.73,2.07,1.29,3.02,5.99,0,0,2.03,21.92,832.16,883.29
10592,2023-06-15T20:46:12Z,Dia,Turma D,HAUL-0011,LOAD-0003,254.43,271.65,7.88,9.21,0.89,2.34,8.84,0.67,0,1.03,31.03,801.98,858.65
10594,2023-06-19T02:00:48Z,Noite,Turma C,HAUL-0030,LOAD-0001,399.36,433.46,8.64,1.55,1.99,3.49,13.19,0,0,1.02,29.77,1865.28,1940.49
10596,2023-06-19T01:50:00Z,Noite,Turma C,HAUL-0023,LOAD-0001,393.26,432.98,10.35,12.18,2.63,4.26,12.75,0,0,1.08,42.98,1849.63,1930.46
10597,2023-06-19T01:48:09Z,Noite,Turma C,HAUL-0003,LOAD-0003,215.62,270.4,12.9,0,0.7,1.18,9.27,0,0,0.98,24.99,700.59,730.66
10598,2023-06-24T01:29:29Z,Noite,Turma C,HAUL-0030,LOAD-0002,424.13,431.57,5.35,5.1,1.41,3.5,8.41,0,0,1.5,25.23,460.15,577.28
10599,2023-06-24T01:30:12Z,Noite,Turma C,HAUL-0029,LOAD-0001,395.27,433.84,4.5,0,0.84,2.97,9.42,1,0,1.5,19.95,1113.05,1156.32
10603,2023-06-06T05:03:12Z,Noite,Turma A,HAUL-0008,LOAD-0003,244.59,271.98,12.44,5.56,2.74,2.97,5.85,2.62,0,1.16,33.58,370.17,395.77
10604,2023-06-06T05:00:09Z,Noite,Turma A,HAUL-0017,LOAD-0001,306.37,426.81,4.22,0,0.66,3.25,18.05,0,0,0.6,26.66,1150.36,1231.24
10605,2023-06-06T05:03:31Z,Noite,Turma A,HAUL-0026,LOAD-0001,354.95,433.47,15.68,4.79,1.01,2.37,18.28,0,0,0,41.99,1326.44,1413.06
10606,2023-06-06T05:17:54Z,Noite,Turma A,HAUL-0013,LOAD-0003,189.63,267.58,6.99,2.11,0.8,2.9,5.19,1.21,0,0.72,20.01,279.67,308
10607,2023-06-06T05:12:56Z,Noite,Turma A,HAUL-0004,LOAD-0001,221.4,269.18,8.04,0,0.95,1.8,12.57,0.37,0,0.61,24.15,835.2,895.04
10608,2023-06-10T01:47:19Z,Noite,Turma A,HAUL-0018,LOAD-0001,398.03,429.82,5.54,1.4,2.11,3.21,7.28,0,0,1.37,21.22,936.54,982.62
10609,2023-06-10T01:50:41Z,Noite,Turma A,HAUL-0011,LOAD-0001,242.24,269.87,5.76,5,1.39,2,8.51,0.93,0,0.72,24.24,554.94,593.08
10610,2023-06-20T03:29:35Z,Noite,Turma C,HAUL-0021,LOAD-0001,382.53,432.26,12.74,0,1.25,2.78,9.36,0.88,0,1.05,27.99,1147.11,1210.63
10611,2023-06-20T03:26:43Z,Noite,Turma C,HAUL-0010,LOAD-0002,241.65,269.41,8.85,0,0.43,2.38,9.54,0.79,0,0.69,22.56,1239.43,1317.51
10612,2023-06-20T03:33:40Z,Noite,Turma C,HAUL-0018,LOAD-0001,406.02,427.14,7.9,3.23,1.37,2.7,8.59,1.28,0,0.97,26.33,1223.57,1296.42
10613,2023-06-20T03:34:51Z,Noite,Turma C,HAUL-0017,LOAD-0002,383.71,432.52,9.49,0,0.2,3.18,8.56,0.41,0,1,22.61,2042.96,2122.56
10614,2023-06-20T03:58:01Z,Noite,Turma C,HAUL-0017,LOAD-0001,416.52,428.01,9.07,1.19,0.48,2.55,9.99,1.65,0,1.2,26.27,1044.5,1326.03
10615,2023-06-22T18:15:09Z,Dia,Turma B,HAUL-0013,LOAD-0003,218.35,268.82,4.49,1.92,1.11,0.94,7.45,0,0,1.41,17.15,477.35,510.38
10616,2023-06-22T18:15:56Z,Dia,Turma B,HAUL-0031,LOAD-0002,362.33,430.18,6.52,0,1.13,2.35,7.06,0.57,0,0.83,18.62,1128.67,1178.41
10617,2023-06-22T18:11:58Z,Dia,Turma B,HAUL-0019,LOAD-0001,354.92,430.79,14.45,0,0.02,5.25,8,3.62,0,1.51,33.05,878.44,931.81
10618,2023-06-22T18:19:18Z,Dia,Turma B,HAUL-0015,LOAD-0001,415.46,428.12,9.89,4.59,0.65,4.84,8.08,0.88,0,1.02,29.93,879.89,1092.79
