data,turno,DF,UF,produtividade_ht,producao_total,carga_media,num_viagens,tkph,dmt,vel_cheio,vel_vazio,vel_global,tempo_ciclo_total,tempo_fixo,tempo_viagem_cheio,tempo_viagem_vazio,tempo_carregamento,tempo_manobra,tempo_fila_carga,tempo_fila_basculo,tempo_basculo,HC,HM,HD,HO,HT,HTP,HTNP,HEF,HAO,id_equipamento
2019-07-12,1,75.22,85.13,343.75,1316.71,249.42,21,2140.36,6.22,19.24,33.24,24.12,40.33,10.62,19.43,10.28,3.26,1.28,4.76,0.49,0.83,5.95,1.49,4.5,0.68,3.81,3.45,0.37,2.42,1.05,HAUL-008
2019-07-12,2,73,63.71,440.53,1215.98,254.91,19,2021.25,4.57,19.74,34.34,25.3,33.21,10.6,13.89,8.72,3.35,1.38,4.99,0.21,0.67,5.98,1.63,4.37,1.61,2.77,2.2,0.56,0.41,1.78,HAUL-008
2019-07-12,3,75.25,75.99,474.56,1630.94,250.47,26,1645.74,3.44,18.34,25.21,21.45,31.49,10.11,11.37,10.02,3.24,1.23,4.37,0.4,0.87,5.97,1.5,4.5,1.07,3.41,2.92,0.52,1.72,1.19,HAUL-008
2019-07-12,4,75.2,73.12,384.66,1273.54,243.42,21,2029.35,5.27,20.23,28.21,23.54,35.13,9.67,15.51,9.95,2.69,1.2,3.83,1.09,0.86,5.94,1.49,4.5,1.18,3.34,2.61,0.71,0.58,2.03,HAUL-008
2019-07-13,1,75.73,49.13,380.12,857.21,242.91,14,2098.09,5.53,18.85,35.02,24.74,35.88,9.01,17.44,9.43,2.88,1.41,3.88,0.24,0.6,5.98,1.49,4.5,2.28,2.22,1.95,0.27,0.78,1.16,HAUL-008
2019-07-13,2,74.63,84.46,378.81,1446.17,249.32,23,1791.78,4.69,18.27,32.62,23.42,35.68,12.05,15.33,8.31,2.99,1.4,6.03,0.88,0.75,5.96,1.5,4.5,0.71,3.76,3.19,0.59,1.63,1.55,HAUL-008
2019-07-13,3,74.43,80.08,378.96,1379.01,251.97,22,2054.6,5.37,21.08,32.98,25.85,33.28,8.21,15.27,9.81,2.83,1.11,3.37,0.34,0.55,6.01,1.5,4.5,0.88,3.64,2.27,1.36,0,2.27,HAUL-008
2019-07-13,4,74.42,85.41,380.78,1451.84,244.03,24,2238.41,5.91,19.79,29.8,24.03,39.63,7.78,17.94,13.91,3.24,0.75,2.8,0.29,0.7,5.99,1.5,4.5,0.63,3.86,2.95,0.92,0.66,2.3,HAUL-008
2019-07-14,1,74.57,84.47,548.67,2109.52,253.74,33,1503.84,2.72,15.65,29.6,21.05,25.59,8.46,10.49,6.65,3.04,0.94,2.91,0.63,0.94,5.99,1.5,4.5,0.67,3.83,2.53,1.3,0.17,2.36,HAUL-008
2019-07-14,2,73.24,68.23,347.59,1037.26,244.72,17,2091.55,6.08,17.72,31.86,23.91,46,10.01,20.38,15.61,3.37,1.08,4.56,0.3,0.7,5.98,1.6,4.42,1.41,2.99,2.7,0.31,1.6,1.09,HAUL-008
2019-07-14,3,90.33,59.38,436.82,1414.82,243.97,23,1806.72,4.12,17.92,28.85,21.89,30.54,8.71,13.81,8.02,3.52,1.16,2.84,0.3,0.89,6.03,0.63,5.38,2.19,3.17,3.08,0.1,2.79,0.26,HAUL-008
2019-07-14,4,94.01,21.74,303.13,369.03,248.35,6,2057.84,6.77,19.31,23.78,21.58,52.46,11.65,21.04,19.77,3.61,0.94,5.69,0.28,1.13,5.99,0.31,5.68,4.45,1.23,1.19,0.04,0.76,0.44,HAUL-008
2019-07-15,1,99.92,13.85,217.83,180.4,240,3,1751.05,8.15,18.95,31.06,23.84,49.11,4.88,25.98,18.25,3.02,0.59,0,0.36,0.91,5.95,0,6,5.17,0.83,0.64,0.19,0,0.64,HAUL-008
2019-07-15,2,83.55,57.89,335.58,996.79,249.74,16,2114.87,6.2,19.82,34.77,26.03,42.13,10.27,18.71,13.15,3.19,1.18,4.84,0.15,0.92,5.96,0.94,5.06,2.1,2.93,2.67,0.28,1.63,1.05,HAUL-008
2019-07-15,3,95.9,82.04,272.34,1294.33,244.36,21,2236.19,8.32,22.28,33.29,26.65,50.12,13.24,22.49,14.4,3.28,1.07,6.41,1.67,0.8,6,0.26,5.74,0.99,4.76,4.41,0.33,3.49,0.95,HAUL-008
2019-07-15,4,96.08,50.72,406.6,1190.83,251.7,19,1642.51,4.01,18.97,31.49,24.4,30.11,7.58,12.79,9.74,3.05,0.99,2.36,0.26,0.91,5.99,0.2,5.8,2.88,2.92,2.7,0.22,2,0.7,HAUL-008
2019-07-16,1,73.6,83.22,289.32,1053.81,249.83,17,2312.65,7.92,20.03,33.57,25.32,48.49,8.96,23.88,15.64,2.94,1,3.98,0.25,0.78,6.06,1.58,4.42,0.75,3.67,2.88,0.78,0.12,2.76,HAUL-008
2019-07-16,2,75.23,83.16,410.74,1522.48,254.39,24,1977.11,4.83,18.86,30.27,23.68,34.89,8.03,15.48,11.38,2.67,0.94,3.29,0.33,0.81,5.96,1.5,4.5,0.79,3.74,3.16,0.55,1.8,1.38,HAUL-008
2019-07-16,3,69.57,80.57,298.97,1000.83,248.31,16,2077.1,6.96,17.26,31.99,22.3,44.86,8.71,23.97,12.18,2.96,0.99,3.45,0.31,0.99,6.05,1.82,4.17,0.83,3.37,3.17,0.17,2.53,0.64,HAUL-008
2019-07-16,4,86.32,79.13,567.95,2372.25,254.08,36,1499.46,2.63,18.66,28.27,23.27,24.62,7.98,8.48,8.16,3.03,0.94,2.88,0.3,0.83,5.96,0.84,5.16,1.04,4.11,3.28,0.84,1.89,1.4,HAUL-008
2019-07-17,1,84.75,81.17,314.97,1301.77,247.69,21,1761.21,5.64,20.66,28.25,24.08,43.94,13.07,16.46,14.41,3.2,1.33,7.62,0.13,0.8,6.03,0.92,5.07,0.93,4.15,2.72,1.42,0,2.72,HAUL-008
2019-07-17,2,73.33,13.75,203.24,123.23,248.2,2,2026.03,9.87,NA,NA,0,5.74,5.74,NA,NA,4.53,0.04,0,0.18,0.99,5.99,1.63,4.38,3.78,0.61,0.56,0.05,0,0.56,HAUL-008
2019-07-17,3,97.69,60.34,363.29,1313.39,250.01,21,2070.55,5.66,20.06,28.83,24.01,40.12,8.74,16.93,14.45,2.98,0.81,4.04,0.04,0.86,6.01,0.08,5.92,2.31,3.62,2.55,1.05,0,2.55,HAUL-008
2019-07-17,4,100.6,80.64,402.89,1950.34,251.87,31,1815.94,4.46,20.87,30.9,25.23,33.28,11.48,12.74,9.05,3.14,1.02,6.17,0.65,0.5,6.03,0,6,1.18,4.86,4.05,0.77,2.59,1.48,HAUL-008
2019-07-18,1,80.5,86.88,335.5,1408.71,243.43,23,2168.78,6.49,19.85,28.3,23.49,43.21,8.79,19.69,14.73,3.19,0.93,3.23,0.62,0.8,5.95,1.2,4.81,0.61,4.17,3.96,0.24,3.33,0.63,HAUL-008
2019-07-18,2,74.46,75.35,367.5,1239.96,249.16,20,1813.14,4.89,18.76,32.74,24.85,37.92,9.77,15.77,12.38,3.42,1.25,3.72,0.45,0.93,5.97,1.5,4.5,1.12,3.41,2.84,0.54,1.24,1.61,HAUL-008
2019-07-18,3,74.93,84.69,468.08,1776.04,244.93,29,2150.06,4.56,18.14,34.31,24.67,33.74,8.44,15.13,10.17,3.31,1.06,3.16,0.3,0.61,5.97,1.54,4.46,0.68,3.82,3.39,0.39,2.56,0.81,HAUL-008
2019-07-18,4,95.99,83.81,419.7,2044.77,246.34,33,2087.87,4.99,18.68,31.48,24.38,38.09,8.35,16.15,13.59,3.09,1.28,2.85,0.26,0.88,6.05,0.26,5.74,0.92,4.85,4.56,0.27,4.07,0.48,HAUL-008
2019-07-19,1,77.61,87.01,334.87,1354.23,245.9,22,2121,6.31,20.77,26.51,23.1,41.88,10.28,18.23,13.37,3.28,1.25,4.34,0.49,0.93,5.95,1.35,4.66,0.64,4.01,3.28,0.74,1.26,2.02,HAUL-008
2019-07-19,2,72.11,87.53,338.85,1283.91,244.82,21,2063.53,6.04,20.78,32.71,25.53,40.53,11.53,17.35,11.65,3.52,1.12,5.57,0.53,0.79,5.96,1.67,4.31,0.55,3.75,3.3,0.46,1.98,1.32,HAUL-008
2019-07-19,3,75.65,88.72,326.58,1289.44,245.31,21,2171.66,6.68,19.12,31.06,24.02,44.33,8.85,20.95,14.53,3.28,0.88,3.47,0.24,0.99,5.95,1.5,4.5,0.53,3.98,3.71,0.26,2.96,0.75,HAUL-008
2019-07-19,4,75.72,78.87,329.88,1174.18,247.51,19,2453.77,7.48,21.25,35.29,26.17,41.48,9,21.16,11.33,3.12,1.26,3.47,0.2,0.95,6.06,1.5,4.5,0.95,3.55,3.26,0.29,2.35,0.92,HAUL-008
2019-07-20,1,74.37,87.92,291.62,1161.7,242.5,19,2749.84,9.35,23.31,32.2,27.04,52.5,10.87,24.13,17.5,3.32,1,5.03,0.57,0.96,5.98,1.54,4.47,0.51,3.96,3.51,0.45,2.07,1.42,HAUL-008
2019-07-20,2,71.73,63.98,351.76,981.56,244.36,16,1966.53,5.57,19.8,34.57,26.15,36.28,7,16.83,12.45,2.48,0.85,2.37,0.3,1,5.94,1.68,4.33,1.56,2.79,2.06,0.72,0,2.06,HAUL-008
2019-07-20,3,49.7,88.23,455.06,1216.68,243.22,20,2108.21,4.6,18.92,35.53,24.69,32.2,9.83,14.6,7.77,3.2,0.99,4.4,0.45,0.79,6.02,3.03,3,0.33,2.69,2.42,0.25,1.65,0.75,HAUL-008
2019-07-20,4,52.14,75.78,356.71,845.93,241.91,14,1465.97,4.12,20.02,26.33,23.13,35.31,12.21,12.3,10.8,3.3,1.65,5.5,1.01,0.75,6.03,2.88,3.11,0.75,2.35,1.68,0.69,0,1.68,HAUL-008
2019-07-21,1,49.74,86.96,392.46,1034.41,241.57,17,1798.83,4.58,17.26,34.11,24.28,36.7,9.28,15.94,11.48,2.89,1.3,4.02,0.34,0.73,5.98,2.99,3,0.37,2.65,2.13,0.5,0.36,1.77,HAUL-008
2019-07-21,2,35.66,78.65,359.37,610.74,245.99,10,2024.19,5.58,20.35,35.01,26.89,37.25,7.66,16.35,13.23,2.9,0.91,2.88,0.1,0.88,6.04,3.86,2.15,0.45,1.7,1.46,0.25,0,1.46,HAUL-008
2019-07-21,3,49.69,51.47,711.41,1107.11,259.5,17,1564.26,2.21,18.84,34.09,24.81,17.93,6.2,7.06,4.68,3.34,0.89,0.97,0.23,0.77,6.02,3.01,3,1.45,1.54,0.89,0.66,0,0.89,HAUL-008
2019-07-21,4,49.8,78.22,322.8,754.78,250.37,12,2154.95,6.65,20.58,30.03,24.2,38.82,7.59,19.38,11.85,3.15,0.54,1.8,1.12,0.98,6.04,3.01,3,0.66,2.36,1.63,0.71,0,1.63,HAUL-008
2019-07-22,1,50.37,90.08,468.32,1263.87,252.66,20,1817.85,3.91,20.68,32.06,26.07,29.09,7.35,11.35,10.39,2.76,1.41,2.41,0.2,0.57,5.96,2.99,3,0.28,2.74,1.8,0.92,0,1.8,HAUL-008
2019-07-22,2,50.05,43.48,271.83,353.05,237.42,6,2417.37,8.95,20.45,31.7,24.18,47.96,8.85,26.3,12.82,3.11,0.99,3.69,0.34,0.72,6.05,3.03,3,1.68,1.33,1.17,0.15,0,1.17,HAUL-008
2019-07-22,3,49.97,84.13,289.67,719.69,241.22,11,1861.24,6.51,18.84,31.46,24.85,51.57,12.9,20.65,18.03,3.03,1.15,7.5,0.25,0.95,6.04,3,3,0.49,2.51,2.37,0.14,1.57,0.79,HAUL-008
2019-07-22,4,67.63,75.09,322.97,984.44,248.19,16,2193.59,6.8,19.92,33.6,25.59,44.5,8.9,20.63,14.98,2.94,1.21,3.35,0.36,1.04,6.05,1.92,4.1,1.01,3.08,2.74,0.35,1.44,1.31,HAUL-008
2019-07-23,1,48.68,87.57,285.72,734.64,243.61,12,2153.26,7.57,21.02,34.26,27.35,52.51,11.62,21.53,19.36,3.32,1.29,6.21,0.1,0.7,5.99,3.07,2.91,0.35,2.56,1.73,0.82,0,1.73,HAUL-008
2019-07-23,2,48.55,87.68,410.35,1040.85,244.48,17,2321.52,5.66,20.43,32.28,24.95,36,8.93,16.58,10.49,3.31,0.96,3.37,0.3,0.99,6.03,3.1,2.91,0.36,2.56,2.46,0.09,2.16,0.31,HAUL-008
2019-07-23,3,49.54,66.02,212.37,420.93,241.99,7,2016.07,9.56,20.64,32.4,25.61,59.61,12.81,27.66,19.14,4.7,1.33,5.44,0.16,1.19,6.04,3.03,3,1.01,1.98,1.98,0.01,1.87,0.1,HAUL-008
2019-07-23,4,57.44,75.87,278.81,719.73,239.46,12,2257.4,8.14,20.19,34.24,26.24,53.03,10.53,24.18,18.32,3.48,1.18,4.81,0.21,0.85,6.02,2.59,3.42,0.84,2.56,2.45,0.12,1.83,0.62,HAUL-008
2019-07-24,1,74.64,82.47,360.27,1342.39,245.71,22,1904.62,5.32,18.85,27.46,22.57,38.61,8.9,16.92,12.8,3.14,1.17,3.59,0.15,0.85,6,1.51,4.5,0.75,3.78,3.34,0.41,2.23,1.12,HAUL-008
2019-07-24,2,75.61,51.22,480.28,1123.75,248.34,18,1937.55,4.02,18.82,26.8,22.65,31.4,7.18,12.82,11.4,2.97,0.79,2.36,0.44,0.62,6.03,1.51,4.5,2.17,2.34,1.91,0.42,0.51,1.4,HAUL-008
2019-07-24,3,73.09,80.39,333.71,1151.14,244.4,19,1945.6,5.82,18.73,30.55,23.08,39.12,8.7,18.77,11.65,3.05,0.91,3.73,0.17,0.84,5.94,1.63,4.37,0.86,3.53,3.31,0.2,2.66,0.63,HAUL-008
2019-07-24,4,74.69,57.44,306.2,796.55,245.4,13,2214.9,7.31,19.42,28.45,23.68,49.1,8.21,22.43,18.46,3.11,0.81,2.92,0.54,0.84,5.96,1.49,4.5,1.89,2.62,1.88,0.73,0,1.88,HAUL-008
2019-07-25,1,74.83,81.89,296.28,1087.82,241.69,18,1923.41,6.5,18.85,26.73,22.33,47.46,10.07,20.8,16.58,3.03,0.92,4.69,0.79,0.65,6.03,1.5,4.5,0.79,3.68,2.71,1,0,2.71,HAUL-008
2019-07-25,2,75.27,63.58,412.1,1180.82,247.22,19,2058.11,5.01,20.43,35.02,25.85,34.02,10.24,14.72,9.06,3.1,1.17,5.1,0.18,0.69,6.05,1.51,4.5,1.66,2.82,2.58,0.26,1.76,0.83,HAUL-008
2019-07-25,3,85.21,79.97,372,1538.48,248.22,25,2097.4,5.6,19.1,32.97,24.53,39.01,9.92,17.69,11.4,3.02,1,4.91,0.23,0.77,5.95,0.87,5.12,0.99,4.14,3.89,0.24,3.28,0.58,HAUL-008
2019-07-25,4,99.18,65.26,313.74,1229.99,247.12,20,1821.66,5.81,18.06,25.29,21.34,44.53,10.15,19.23,15.15,3.26,1.12,4.79,0.17,0.83,5.98,0,6,2.07,3.92,3.32,0.61,1.48,1.83,HAUL-008
2019-07-26,1,93.44,82.58,311.25,1426.34,248.7,23,2158.71,6.96,19.27,35.67,25.83,45.75,9.39,21.83,14.53,3.11,1.31,3.9,0.14,0.93,6.06,0.43,5.57,0.99,4.57,4.08,0.5,2.77,1.3,HAUL-008
2019-07-26,2,69.45,70.76,455.23,1317.46,250.47,21,1663.86,3.67,16.62,32.06,23.8,33.11,8.86,13.12,11.14,2.87,1.05,3.89,0.23,0.82,5.99,1.86,4.13,1.22,2.93,2.35,0.57,0.73,1.62,HAUL-008
2019-07-26,3,98.18,46.61,354.6,986.24,245.58,16,1908.48,5.38,20.07,30.96,24.77,37.98,10.8,15.94,11.23,3.32,1.66,3.89,0.92,1,6,0.09,5.91,3.14,2.78,2.36,0.41,0.8,1.55,HAUL-008
2019-07-26,4,99.67,80.33,311.57,1487.29,248.77,24,1829.38,5.91,18.17,25.25,21.28,44.11,9.45,19.51,15.15,3.27,0.88,4.06,0.26,0.98,5.95,0,6,1.2,4.81,4.57,0.23,3.96,0.58,HAUL-008
2019-07-27,1,99.4,85.46,330.58,1699.49,251.79,27,1987.6,6.1,18.69,29.7,23.24,40.63,7.83,19.56,13.24,3.29,1.15,2.44,0.19,0.76,6.05,0,6,0.82,5.15,4.43,0.75,2.76,1.66,HAUL-008
2019-07-27,2,98.9,86.87,367.15,1872.75,250.83,30,2099.76,5.71,19.45,32.09,25.01,39.1,8.23,17.5,13.38,3.27,1.05,2.9,0.09,0.92,6.05,0.12,5.88,0.75,5.16,4.45,0.69,3.07,1.37,HAUL-008
2019-07-27,3,95.65,85.55,417.87,2049.41,254.96,32,1904.01,4.54,18.03,28.76,22.02,34.06,9.24,15.23,9.58,2.83,1.01,4.05,0.33,1.02,6.01,0.27,5.73,0.84,4.85,4.43,0.45,3.59,0.85,HAUL-008
2019-07-27,4,95.93,86.29,255.24,1291.37,244.74,21,2061.22,8.08,19.04,29.73,23.01,50.67,9.48,25.57,15.63,2.91,1.11,4.14,0.28,1.04,5.99,0.25,5.76,0.74,5.02,5,0.01,5.01,0.03,HAUL-008
2019-07-28,1,98.86,86.79,339.87,1766.59,251.9,28,2224.9,6.55,19.68,30.52,24.6,43.9,7.74,19.95,16.2,2.79,1.12,2.6,0.32,0.91,6,0.05,5.95,0.81,5.19,4.78,0.36,3.98,0.77,HAUL-008
2019-07-28,2,88.64,83.94,316.22,1427.72,246.06,21,1888.82,5.91,19.2,30.29,23.72,42.42,10.97,18.6,12.85,3.78,1.6,4.46,0.17,0.95,6.03,0.71,5.29,0.84,4.47,3.79,0.66,1.91,1.89,HAUL-008
2019-07-28,3,99.25,68.41,248.43,1012.04,251.43,16,2373.13,9.64,19.65,28.32,23.33,61.9,11.14,29.25,21.51,3.08,1.15,5.35,0.53,1.02,6.01,0,6,1.92,4.05,3.58,0.5,1.72,1.87,HAUL-008
2019-07-28,4,78.91,77.43,262.25,973.85,244.83,15,1858.1,7.11,18.34,28.39,22.47,47.66,9.32,23.07,15.27,3.53,1.04,3.39,0.36,1,6,1.24,4.77,1.06,3.74,3.44,0.27,2.33,1.1,HAUL-008
2019-07-29,1,75.39,84.91,291.22,1121.01,248.48,18,2774.63,9.4,19.93,29.39,24.3,60.33,8.8,28.09,23.45,3.12,0.98,3.53,0.31,0.85,6.04,1.51,4.5,0.68,3.86,3.22,0.6,1.24,2,HAUL-008
2019-07-29,2,73.81,85.94,322.89,1244.57,246.57,20,1967.56,6.1,18.77,26.28,22.09,43.68,10.1,19.32,14.26,3.62,1.08,4.14,0.17,1.09,6,1.56,4.43,0.63,3.84,3.52,0.28,2.69,0.84,HAUL-008
2019-07-29,3,74.38,76.23,416.42,1439.99,248.52,23,1641.28,3.93,19.04,25.96,22.06,30.3,8.27,12.33,9.7,3.14,1.05,3.28,0.11,0.69,6.04,1.51,4.5,1.06,3.46,3.17,0.27,2.49,0.71,HAUL-008
2019-07-29,4,74.59,83.57,258.44,978.77,242.28,16,2314.36,9.03,20.5,32.85,26.15,55.74,7.24,26.28,22.21,2.65,1.03,2.43,0.18,0.95,5.98,1.51,4.5,0.73,3.78,3.43,0.34,2.16,1.27,HAUL-008
2019-07-30,1,74.4,82.55,295.46,1088.34,243.95,18,2570.31,8.75,20.43,35.52,25.87,53.29,12.38,25.76,15.15,3.59,1.04,6.68,0.26,0.81,6.02,1.49,4.5,0.76,3.72,3.47,0.26,2.57,0.88,HAUL-008
2019-07-30,2,72.86,78.91,350.15,1222.2,242.96,20,2114.22,6.05,19.67,33.5,25.25,38.54,7.66,18.47,12.42,3.04,0.92,2.68,0.15,0.87,5.98,1.65,4.35,0.91,3.47,2.71,0.73,0.53,2.18,HAUL-008
2019-07-30,3,58.57,82.48,339.78,980.1,242.6,16,1850.93,5.52,17.77,29.22,22.33,42.71,11.98,18.47,12.25,3.9,1.17,5.62,0.37,0.93,5.96,2.53,3.48,0.6,2.91,2.83,0.06,2.6,0.21,HAUL-008
2019-07-30,4,63.54,73.27,426.18,1182.87,248.27,19,1641.02,3.81,17.26,29.9,22.29,36.01,14.07,13.16,8.78,3.43,1.18,7.64,0.78,1.03,6.01,2.23,3.79,1.04,2.77,2.55,0.2,1.93,0.62,HAUL-008
2019-07-31,1,84.19,78.06,335.89,1317.77,249.65,21,1613.97,4.82,16.52,31.64,21.93,38.39,10.71,17.6,10.08,3.65,1.34,4.32,0.57,0.81,6,0.97,5.04,1.13,3.93,2.5,1.42,0,2.5,HAUL-008
2019-07-31,2,100.03,83.65,318.91,1603.92,245.11,26,2435.97,7.63,19.24,28,23,49.07,8.07,23.82,17.18,2.97,1,2.91,0.24,0.95,5.95,0,6,1.03,5.01,4.57,0.4,3.62,0.92,HAUL-008
2019-07-31,3,100.99,86.87,396.08,2047.88,249,33,2463.21,6.31,20.35,28.86,23.92,39.23,7.68,18.63,12.92,2.95,0.84,2.78,0.26,0.85,5.97,0,6,0.78,5.21,4.77,0.44,3.95,0.81,HAUL-008
2019-07-31,4,80.36,80.45,279.92,1087.78,239.52,18,2248.59,7.99,19.07,31.37,24.15,51.15,8.21,25.06,17.87,3.04,0.82,3.16,0.3,0.9,6.03,1.21,4.78,0.94,3.87,3.29,0.54,1.48,1.81,HAUL-008
2019-08-01,1,82.75,84.49,373.44,1570.93,242.69,26,2192.16,5.83,19.4,29.59,23.45,38.9,8.36,18.17,12.37,3.08,1.03,3.08,0.15,1.02,6.06,1.06,4.95,0.73,4.2,3.94,0.28,3.32,0.64,HAUL-008
2019-08-01,2,99.08,87.73,338.64,1792,248.62,29,2329.03,6.8,20.49,31.7,24.8,43.79,10.99,20.1,12.7,3.34,1.14,4.67,0.99,0.83,5.98,0,6,0.71,5.25,4.14,1.15,1.74,2.39,HAUL-008
2019-08-01,3,99.6,86.05,311.12,1608.7,247.8,26,2226.67,7.16,19.73,33.12,24.84,42.97,8.02,21.63,13.33,2.76,1.02,3.14,0.13,0.96,5.95,0,6,0.85,5.2,3.9,1.24,1.03,2.87,HAUL-008
2019-08-01,4,99.82,80.51,340.46,1663.87,245.16,27,1966.74,5.76,18.98,30.18,23.36,41.46,10.53,18.4,12.54,3.47,1.12,4.91,0.2,0.83,6.04,0,6,1.13,4.83,4.42,0.44,3.45,0.99,HAUL-008
2019-08-02,1,100.24,86.31,379.14,1967.91,252.2,31,1884.23,4.92,18.59,32.36,23.87,36.33,10.91,15.76,9.66,3.67,1.49,4.2,0.66,0.9,5.95,0.03,5.97,0.85,5.15,4.18,0.93,2.4,1.8,HAUL-008
2019-08-02,2,96.75,87.61,391.81,2002.27,252.54,29,2099.45,5.37,19.07,28.88,23.07,38.22,9.49,16.87,11.85,3.33,1.2,3.34,0.57,1.05,5.96,0.17,5.83,0.67,5.15,4.52,0.64,3.21,1.32,HAUL-008
2019-08-02,3,99.69,77.81,344.95,1620.76,247.64,26,2311.92,6.78,20.73,33.88,25.72,41.09,9.79,19.51,11.79,3.44,0.83,4.57,0.24,0.7,5.98,0,6,1.29,4.66,4.37,0.33,3.58,0.77,HAUL-008
2019-08-02,4,99.69,59.39,349.71,1257.33,251.37,20,2069.01,5.83,19.73,30.88,24.66,40.86,10.13,17.54,13.18,4.13,1.09,3.88,0.17,0.86,5.96,0.02,5.98,2.41,3.57,2.9,0.67,0.88,2.02,HAUL-008
2019-08-03,1,72.53,50.76,420.98,931.39,249,15,2046.46,4.95,19.8,34.13,24.82,34.42,10.69,15.13,8.6,3.44,1.51,4.87,0.02,0.85,5.95,1.62,4.37,2.13,2.23,1.98,0.26,0.97,1.03,HAUL-008
2019-08-03,2,83.21,64.55,332.54,1074.66,251.8,17,2223.75,6.76,19.29,28.84,22.97,44.1,10.07,21.03,12.99,3.22,1.36,3.71,0.85,0.93,5.97,1,5.01,1.77,3.25,2.87,0.37,1.55,1.32,HAUL-008
2019-08-03,3,86.72,47.18,427.49,1044.4,246.97,17,2474.72,5.78,20.71,31.57,24.24,35.03,9.41,16.89,8.73,3.2,1.03,3.05,1.08,1.05,5.97,0.83,5.18,2.73,2.47,2.2,0.25,1.31,0.88,HAUL-008
2019-08-03,4,100.78,82.29,303.08,1518.37,241.48,25,1878.14,6.2,20.49,27.32,23.68,46.37,12.33,18.14,15.9,3.74,1.61,5.49,0.38,1.12,6.01,0,6,1.05,4.97,4.73,0.23,4.19,0.54,HAUL-008
2019-08-04,1,98.78,88.37,415.75,2132.68,245.37,35,1816.13,4.34,19.55,23.46,21.63,35.79,9.97,13.19,12.63,3.75,1.24,4.01,0.25,0.72,6.04,0.12,5.87,0.72,5.17,3.64,1.51,1.05,2.6,HAUL-008
2019-08-04,2,91.52,77.57,510.97,2183.4,249.68,35,1607.44,3.17,18.02,28.49,22.35,26.45,8.18,10.61,7.66,3.3,0.91,2.8,0.27,0.9,6.06,0.52,5.48,1.2,4.31,3.76,0.52,2.84,0.9,HAUL-008
2019-08-04,3,74.7,64.3,387.9,1108.09,246.86,18,1611.52,4.16,19,26.34,22.59,36.67,11.34,13.05,12.28,3.51,1.08,5.6,0.21,0.94,6.04,1.51,4.5,1.62,2.9,2.52,0.36,1.33,1.19,HAUL-008
2019-08-04,4,95.88,83.31,283.44,1353.8,247.73,22,2038.59,7.18,19.04,30.59,23.41,47.48,11.52,22.63,13.32,3.89,1.25,4.66,0.75,0.97,6.02,0.2,5.8,1,4.77,4.27,0.53,2.81,1.45,HAUL-008
2019-08-05,1,99.86,73.82,290.3,1313.99,236.98,22,1965.93,6.69,21.37,30.19,25.03,44.57,10.91,18.92,14.74,3.43,1.06,5.3,0.19,0.93,5.97,0,6,1.54,4.47,3.7,0.76,1.62,2.07,HAUL-008
2019-08-05,2,83.69,81.54,383.07,1551.72,249.73,25,1994.78,5.23,19.25,32.23,24.81,36.04,8.65,16.15,11.23,3.57,0.85,3.26,0.19,0.79,6.04,0.93,5.06,0.97,4.08,3.49,0.6,2.07,1.44,HAUL-008
2019-08-05,3,90.06,66.01,378.72,1365.95,250.15,22,1770.49,4.7,19.54,26.53,22.47,37.91,12,14.53,11.37,3.32,1.37,5.85,0.82,0.64,6.06,0.54,5.46,1.82,3.66,2.87,0.76,0.79,2.08,HAUL-008
2019-08-05,4,100.49,56,295.23,1002.63,249.94,16,1718.71,5.8,19.36,24.24,21.67,45.78,10.85,17.96,16.97,3.44,0.82,5.07,0.73,0.78,6.02,0,6,2.64,3.39,2.82,0.54,0.8,2.02,HAUL-008
2019-08-06,1,93.62,60.45,346.52,1151.44,243.79,19,2323.91,6.68,19.8,28.53,23.38,44.71,10.27,20.24,14.19,3.08,1.24,4.88,0.41,0.66,6,0.42,5.58,2.22,3.38,2.77,0.59,0.92,1.85,HAUL-008
2019-08-06,2,99.7,80.58,330.3,1558.57,248.1,24,1825.39,5.56,18.89,32.86,25.16,42.04,10.58,17.59,13.88,3.3,1.46,4.84,0.15,0.82,6,0.06,5.94,1.2,4.76,4.2,0.54,2.83,1.35,HAUL-008
2019-08-06,3,99.14,52.8,466.22,1461.54,243.69,24,1733.42,3.7,17.35,25.49,20.31,28.75,9.4,12.68,6.66,3.1,1.22,3.76,0.4,0.92,6.04,0,6,2.85,3.13,2.63,0.51,1.35,1.28,HAUL-008
2019-08-06,4,100.35,79.73,347.27,1686.88,248.85,27,2237.18,6.37,20.82,29.48,24.44,42.06,9.56,18.49,14.01,3.02,1.07,4.49,0.21,0.78,5.96,0,6,1.17,4.85,4.49,0.34,3.74,0.76,HAUL-008
2019-08-07,1,99.49,84.1,418.78,2102.61,248.93,34,1819.84,4.32,19.82,32.79,24.42,30.35,10.01,13.06,7.27,3.29,1.26,4.32,0.31,0.83,6.06,0,6,0.96,5.01,3.78,1.26,1.55,2.23,HAUL-008
2019-08-07,2,99.82,80.78,442.91,2143.25,251.42,34,2591.55,5.92,22.26,30.8,26.4,38.32,8.07,15.83,14.41,2.8,1.19,2.24,0.93,0.91,5.99,0.02,5.98,1.14,4.87,4.63,0.21,4.3,0.37,HAUL-008
