data,frota,DF,UF,MTBF,MTTR,num_falhas,produtividade_h,producao_total,HC,HM,HMC,HMP,HT,HEF,id_equipamento
2022-08-01,Cat 797F,84.15,83.23,65.34,2.42,8,570.39,293078.96,744,113.23,19.41,93.82,522.29,507.51,HAUL-0143
2022-09-01,Cat 797F,83.04,81.62,80.67,5.03,6,587.8,273218.82,720,123.48,30.04,93.44,483.83,463.73,HAUL-0143
2022-10-01,Cat 797F,87.75,82.5,67.23,4.71,8,562.42,286919.83,744,94.66,32.18,56.82,539.95,518.01,HAUL-0143
2022-11-01,Cat 797F,85.13,81.65,41.59,3.41,12,581.46,284236.71,720,105.63,41.29,64.34,498.67,486.38,HAUL-0143
2022-12-01,Cat 797F,89.1,76.18,83.34,7.57,6,521.3,258588.6,744,86.6,45.46,41.14,503.71,495.41,HAUL-0143
2023-01-01,Cat 797F,74.45,70.94,39.66,4.19,10,497.59,189833.57,743.99,189.48,41.84,147.65,392.79,381.28,HAUL-0143
2023-02-01,Cat 797F,66.06,74.43,16.27,10.55,21,435.87,145069.31,695.99,234.31,208.62,11.04,341.37,330.11,HAUL-0143
2023-03-01,Cat 797F,74.41,68.78,41.6,11.34,9,456.36,166722.69,743.99,191.4,101.34,90.06,376.48,358.97,HAUL-0143
2023-04-01,Cat 797F,66.87,74.97,51.36,28.15,7,402.6,141454.96,719.99,236.52,198.78,37.74,361.7,355.03,HAUL-0143
2023-05-01,Cat 797F,79.72,75.88,40.53,8.25,11,478.22,209151.58,743.98,151.09,77.1,59.8,449.34,441.26,HAUL-0143
2023-06-01,Cat 797F,85.33,77.85,244.85,5.68,2,508.31,243903.37,719.98,99.66,11.46,88.2,486.9,475.78,HAUL-0143
2023-07-01,Cat 797F,89.66,79.88,176.96,6.12,3,509.73,263413.77,744,76.58,18.18,58.4,529.43,518.78,HAUL-0143
2023-08-01,Cat 797F,87.58,85.02,186.3,8.23,3,550.63,301250.94,743.99,86.16,24.89,61.27,560.34,547.34,HAUL-0143
2023-09-01,Cat 797F,86.44,85,66.06,4.31,8,487.32,253067.97,719.99,100.14,34.49,65.65,523.89,518.04,HAUL-0143
2023-10-01,Cat 797F,65.15,81.3,49.76,6.01,8,493.48,191962.74,744,254.88,48.51,206.37,396.4,389.58,HAUL-0143
2023-11-01,Cat 797F,89.23,75.36,120.68,3.79,4,543.01,258821.52,719.99,81.27,15.31,65.95,485.64,471.98,HAUL-0143
2023-12-01,Cat 797F,76.11,78.58,74.36,18.58,6,497,218410.46,744,178.34,111.72,66.62,444.88,435.75,HAUL-0143
2024-01-01,Cat 797F,91.66,76.22,103.54,3.7,5,467.62,242101.42,743.99,62.49,10.93,43.94,520.77,516.48,HAUL-0143
2024-02-01,Cat 797F,80.42,79.83,143.28,8.55,3,464.82,198130.53,671.99,128.2,25.88,102.32,430.85,426.08,HAUL-0143
2024-03-01,Cat 797F,82.59,82.63,50.91,5.89,10,475.57,238238.62,743.99,126.52,58.66,67.86,509.84,503.04,HAUL-0143
2024-04-01,Cat 797F,82.63,82.35,69.22,8.63,7,503.8,242956.15,719.99,123.34,27.53,63.25,487.39,483.39,HAUL-0143
2024-05-01,Cat 797F,84.06,85.06,263.74,9.87,2,575.24,294059.51,743.99,120.64,19.91,100.73,526.86,518.56,HAUL-0143
2019-08-01,Cat 797F,73.9,83.69,93.04,12.64,5,625.94,284759.93,744,189.19,62.64,126.55,466.46,453.18,HAUL-0144
2019-09-01,Cat 797F,52.62,84.12,39.53,24.25,8,580.16,182075.9,720,343.72,195.8,147.92,315.67,308.1,HAUL-0144
2019-10-01,Cat 797F,91.09,84.2,94.19,2.84,6,578.84,319700.43,744,66.95,17.07,49.88,569.8,553.49,HAUL-0144
2019-11-01,Cat 797F,88.03,82.81,86.57,1.3,6,540.73,279313.31,720,88.14,7.88,80.26,520.92,510.06,HAUL-0144
2019-12-01,Cat 797F,93.93,83.13,115.63,4.47,5,558.9,317863.29,744,51.4,22.45,28.95,579.19,569.39,HAUL-0144
2020-01-01,Cat 797F,82.63,80.66,55.79,5.19,9,501.02,247412.41,744,124.35,46.42,77.93,502.54,494.26,HAUL-0144
2020-02-01,Cat 797F,75.09,82.33,59.2,12.81,7,450.09,183009.51,672,167.18,17.45,77.33,411.8,406.71,HAUL-0144
2020-03-01,Cat 797F,69.95,80.51,22.99,7.31,18,471.88,194013.81,744,225.45,89.97,94.46,417.32,410.99,HAUL-0144
2020-04-01,Cat 797F,71.69,80.04,59.38,5.81,7,499.79,201792.07,720,198.6,40.71,157.89,415.19,406.8,HAUL-0144
2020-05-01,Cat 797F,79.53,79.34,66.86,5.45,7,516.71,233281.66,744,156.58,38.5,118.08,465.26,455.42,HAUL-0144
2020-06-01,Cat 797F,88.92,82.71,52.58,3.86,10,564.62,293748.1,720,76.75,26.73,37.92,531.07,516,HAUL-0144
2020-07-01,Cat 797F,18.71,84.02,38.22,172.8,3,579.97,64696.07,744,606.14,491.4,91.81,114.93,112.59,HAUL-0144
2020-08-01,Cat 797F,38.28,84.33,48.09,90.29,5,580.63,134298.13,744,461.37,449.92,11.45,239.69,230.23,HAUL-0144
2020-09-01,Cat 797F,83.93,83.55,84.75,7.56,6,567.89,277099.73,720,109.75,33.41,64.47,512.35,490.79,HAUL-0144
2020-10-01,Cat 797F,87.33,83.6,33.93,2.1,16,538.41,274417.97,744,99.91,32.11,66.08,539.71,515.47,HAUL-0144
2020-11-01,Cat 797F,81.47,80.02,43.53,4.42,11,528.02,238799.05,720,128.3,48.95,79.35,474.6,456.09,HAUL-0144
2020-12-01,Cat 797F,78.28,79.53,76.43,2.79,6,521.53,224704.44,744,162.11,16.59,145.52,459.74,427.9,HAUL-0144
2021-01-01,Cat 797F,76.17,83.79,59.7,10.04,8,508.42,231165.61,744,175.63,59.83,95.74,473.63,451.45,HAUL-0144
2021-02-01,Cat 797F,86.69,85.84,62.84,3.45,8,567.59,274233.6,672,94.59,27.41,67.18,499.05,480.27,HAUL-0144
2021-03-01,Cat 797F,90.06,77.79,57.1,4.66,9,494.87,248136.87,744,80.03,28.59,38.17,518.38,504.28,HAUL-0144
2021-04-01,Cat 797F,87.86,83.06,105.51,5.26,5,557.7,279837.19,720,90.82,11.56,64.45,527.05,504.27,HAUL-0144
2021-05-01,Cat 797F,80.23,82.79,44.48,4.46,11,549.13,258730.52,744,150.2,49.48,100.71,493.22,466.84,HAUL-0144
2021-06-01,Cat 797F,63.75,85.59,56.32,21.68,7,614.16,231463.08,720,260,153.09,106.9,393.39,376.93,HAUL-0144
2021-07-01,Cat 797F,72.73,86.2,29.2,8.01,16,583.96,261782.81,744,201.57,127.32,74.26,468.87,453.64,HAUL-0144
2021-08-01,Cat 797F,66.17,86.83,38.85,18.34,11,546.78,225658.6,744,254.79,198.35,54.58,423.22,407.09,HAUL-0144
2021-09-01,Cat 797F,78.61,84.07,34.19,5.02,14,537.01,249335.32,720,149.46,70.18,79.27,477.54,460.48,HAUL-0144
2021-10-01,Cat 797F,84.71,84.85,133.86,6.71,4,607.12,311174.73,744,109.82,26.97,82.85,538.62,516.51,HAUL-0144
2021-11-01,Cat 797F,75.3,80.27,40.13,4.15,11,562.86,237305.01,720,173.18,45.49,127.68,437.11,417.35,HAUL-0144
2021-12-01,Cat 797F,82.76,75.56,35.19,3.86,13,503.78,222120.09,744,127.17,34.57,76.77,461.57,443.38,HAUL-0144
2022-01-01,Cat 797F,79.13,80.18,53.6,3.38,9,525.04,246385.52,744,149.5,23.81,119.17,479.49,463.14,HAUL-0144
2022-02-01,Cat 797F,32.54,78.97,24.45,36.35,7,523.39,85173.3,672,453.95,240.65,201.54,171.66,161.49,HAUL-0144
2022-03-01,Cat 797F,69.58,79.55,29.47,11.78,14,526.03,208168.03,744,224,164.13,59.87,410.26,392.56,HAUL-0144
2022-04-01,Cat 797F,81.88,79.65,34.04,3.76,14,516.01,238161.91,720,124.82,41.92,72.1,478.08,466.06,HAUL-0144
2022-05-01,Cat 797F,78,83.95,53.95,6.34,9,537.04,253051.25,744,164.77,28.05,107.34,486.88,468.52,HAUL-0144
2022-06-01,Cat 797F,77.61,84.05,58.43,4.54,8,617.65,277131.02,720,162.2,36.33,125.86,468.61,453.76,HAUL-0144
2022-07-01,Cat 797F,57.83,86.14,184.45,89.43,2,593.97,206331.5,744,315.85,170.31,135.59,365.27,345.37,HAUL-0144
2022-08-01,Cat 797F,79.34,81.34,43.27,1.83,11,593.38,273045.88,744,153.8,19.99,133.81,478.94,457.19,HAUL-0144
2022-09-01,Cat 797F,78.56,84.84,48.3,5.77,10,570.68,266394.76,720,150.6,49.38,92.94,485.62,468.17,HAUL-0144
2022-10-01,Cat 797F,69.28,87.86,55.63,13.48,8,586.14,248092.13,744,230.78,108.6,122.18,448.54,428.63,HAUL-0144
2022-11-01,Cat 797F,76.98,77.79,54.03,5.7,8,592.88,243791.51,720,168.25,45.28,122.97,428.54,412.74,HAUL-0144
2022-12-01,Cat 797F,72.03,80.72,53.63,4.27,8,590.6,240481.07,744,211.42,34.04,177.38,428.96,409.95,HAUL-0144
2023-01-01,Cat 797F,50.88,76.1,35.87,43.9,8,570.12,157618.05,743.99,365.93,352.16,13.77,288.48,275.22,HAUL-0144
2023-02-01,Cat 797F,53.46,80.5,15.69,14.82,19,573.14,166817.84,695.99,324.32,198.55,43.56,300.39,290.88,HAUL-0144
2023-03-01,Cat 797F,65.13,78.53,25.43,6.25,15,552.41,205579.97,743.98,257.21,67.26,162.83,382.42,370.43,HAUL-0144
2023-04-01,Cat 797F,73.29,76.55,30.93,11.48,13,505.5,198842.03,719.98,193.46,103.55,44.54,404.34,394.38,HAUL-0144
2023-05-01,Cat 797F,81.03,82.86,41.55,6.39,12,541.45,264202.32,743.98,147.07,70.31,70.76,493.7,486.31,HAUL-0144
2023-06-01,Cat 797F,81.75,78.45,51.09,4.6,9,560.87,251192.64,719.98,129.36,38.31,88.3,459.04,452.13,HAUL-0144
2023-07-01,Cat 797F,60.71,81.28,30.13,15.89,12,591.69,213034.54,744,295.21,191.08,104.13,364.81,360.74,HAUL-0144
2023-08-01,Cat 797F,72.84,84.86,38.69,9.78,12,552.46,252820.94,744,201.08,116.41,84.67,460.12,456.29,HAUL-0144
2023-09-01,Cat 797F,73.72,82.96,74.09,5.33,6,541.77,234012.32,719.99,186.32,31.85,154.47,440.62,435.25,HAUL-0144
2023-10-01,Cat 797F,78.13,82.57,47.93,7.47,10,618.46,293244.2,743.99,162.06,70.02,86.95,480.14,472.89,HAUL-0144
2023-11-01,Cat 797F,78.71,82.16,51.44,4.65,9,619.48,274142.84,719.99,154.42,41.68,112.75,460.94,450.63,HAUL-0144
2023-12-01,Cat 797F,79.23,77.88,30.32,5.19,15,579.72,261570.92,743.99,157.34,77.83,79.51,456.08,446.87,HAUL-0144
2024-01-01,Cat 797F,84.8,79.04,70.42,3.44,7,522.36,254019.23,743.99,117.63,24.17,93.46,490.32,484.43,HAUL-0144
2024-02-01,Cat 797F,80.99,75.44,58.63,4.42,7,491.79,200495.94,671.99,125.89,23.7,94.93,411.55,405.81,HAUL-0144
2024-03-01,Cat 797F,74.16,79.93,48.88,12.08,9,522.2,223543.45,743.99,192,107.66,84.34,438.29,430.29,HAUL-0144
2024-04-01,Cat 797F,79.92,82.96,59.5,8.98,8,532.85,250425.13,719.99,147.36,34.65,76.14,476.6,469.43,HAUL-0144
2024-05-01,Cat 797F,70.44,79.42,52.8,9.83,8,553.4,227545.71,743.99,215.4,77.92,137.47,420.29,413.95,HAUL-0144
2019-08-01,Cat 797F,81.09,85.91,43.33,2.73,12,639.77,323721.73,744,135.9,32.93,102.97,521.69,508.64,HAUL-0145
2019-09-01,Cat 797F,77,83.63,92.58,6.29,5,585.07,264399.7,720,163.82,27.21,132.36,461.94,450.2,HAUL-0145
2019-10-01,Cat 797F,37.7,84.6,47.34,58.37,5,595.11,136269.47,744,462.24,291.17,171.07,236.16,231.11,HAUL-0145
2019-11-01,Cat 797F,80.3,78,37.49,5.79,12,530.28,236074.94,720,137.72,69.73,67.99,451.05,443.8,HAUL-0145
2019-12-01,Cat 797F,81.01,82.44,81.94,7.27,6,570.21,272423.03,744,146.86,14.68,102.9,491.76,482.25,HAUL-0145
2020-01-01,Cat 797F,88.98,80,76.25,3.62,7,532.24,280226.48,744,80.26,25.46,54.8,535.55,523.33,HAUL-0145
2020-02-01,Cat 797F,87.36,82.17,48.52,3.66,10,526.49,250066.76,672,89.36,36.27,53.09,482.16,474.19,HAUL-0145
2020-03-01,Cat 797F,79.75,80.43,78.35,5.5,6,537.47,247585.64,744,154.98,33.3,121.68,471.05,462.43,HAUL-0145
2020-04-01,Cat 797F,64.58,76.55,35.83,17.28,10,500.07,172425.31,720,252.79,57.53,80.9,358.11,351.03,HAUL-0145
2020-05-01,Cat 797F,83.54,78.14,96.66,4.23,5,531.13,250841.95,744,124.39,21.12,103.27,486.74,474.11,HAUL-0145
2020-06-01,Cat 797F,62.13,82.61,37.06,25.17,10,570.74,204225.51,720,275.3,22.57,23.87,367.8,358.61,HAUL-0145
2020-07-01,Cat 797F,77.13,86.51,70.46,3.34,7,592.19,287161.79,744,167.82,23.33,144.5,497.49,481.79,HAUL-0145
2020-08-01,Cat 797F,82.62,84.46,36.37,2.34,14,543.13,264426.41,744,134.6,31.13,101.85,514.01,486.95,HAUL-0145
2020-09-01,Cat 797F,85.03,80.7,45.21,2.83,11,542.92,255628.19,720,107.43,31.1,76.33,494.36,471.49,HAUL-0145
2020-10-01,Cat 797F,85.65,82.64,40.27,1.85,13,589.99,286315.04,744,107.83,24.09,83.74,522.3,491.6,HAUL-0145
2020-11-01,Cat 797F,81.19,80.44,32.91,1.89,14,506.68,223544.06,720,138.6,26.34,112.25,464.61,436.2,HAUL-0145
2020-12-01,Cat 797F,80.16,80.11,34.07,4.46,14,465.73,205791.27,744,144.98,44.58,82.32,478.56,449.67,HAUL-0145
2021-01-01,Cat 797F,84.12,81.65,39.54,4.09,13,449.75,217774.07,744,112.93,37.9,60.26,514.25,488.77,HAUL-0145
2021-02-01,Cat 797F,73.26,82.29,31.35,5.69,13,512.86,200912.93,672,175.62,54.78,102.19,409.44,390.06,HAUL-0145
2021-03-01,Cat 797F,81.23,77.69,25.82,3.64,18,527.79,231310.28,744,142.34,65.25,77.09,463.21,443.51,HAUL-0145
2021-04-01,Cat 797F,74.85,81.27,29.21,5.24,15,480.9,199373.96,720,181.43,70.89,103.07,435.27,411.62,HAUL-0145
2021-05-01,Cat 797F,66.27,83.48,58.9,5.62,7,485.43,195800.97,744,250.09,25.87,210.4,416.43,398.98,HAUL-0145
2021-06-01,Cat 797F,64.16,82.22,34.8,16.24,11,541.02,198529.52,720,257.42,154.77,79.62,380.51,366.18,HAUL-0145
2021-07-01,Cat 797F,7.45,74.21,4.58,67.93,9,446.55,17899.18,744,688.94,612.89,76.06,41.18,40.46,HAUL-0145
2021-08-01,Cat 797F,49.69,80.85,21.34,21.65,14,539.49,156684.06,744,374.64,301.98,72.17,299.81,289.98,HAUL-0145
2021-09-01,Cat 797F,75.53,81.37,39.92,5.54,11,552.86,233534.89,720,181.05,61.36,119.69,442.24,423.81,HAUL-0145
2021-10-01,Cat 797F,84.58,83.82,65.7,6.36,8,581.33,295080,744,115.94,51.1,64.84,525.87,507.24,HAUL-0145
2021-11-01,Cat 797F,83.15,80.58,241.55,7.38,2,549.22,257254.09,720,120.29,4.23,105.57,483.93,463.46,HAUL-0145
2021-12-01,Cat 797F,61.75,75.87,58.34,2.97,6,534.65,181410.88,744,282.86,17.72,265.14,348.46,337.78,HAUL-0145
2022-01-01,Cat 797F,90.95,77.49,175.38,4.44,3,544.02,270649.99,744,69.24,13.27,55.96,523.56,496.78,HAUL-0145
2022-02-01,Cat 797F,64.85,73.47,21.3,4.7,15,476.4,148666.02,672,233.95,52.35,163.47,321.87,309.53,HAUL-0145
2022-03-01,Cat 797F,81.22,82.1,99.93,12.96,5,505.42,241789.5,744,138.49,57.44,73.2,495.65,473.22,HAUL-0145
2022-04-01,Cat 797F,88.21,82.42,176.22,1.29,3,490.98,250405.29,720,78.74,2.32,74.87,530.89,510.07,HAUL-0145
2022-05-01,Cat 797F,69.44,81.31,142.73,36.37,3,565.99,232529.27,744,225.5,108.36,117.14,424.37,406.39,HAUL-0145
2022-06-01,Cat 797F,84.49,84.58,128.84,6.22,4,583.54,290952.83,720,109.65,24.79,84.86,518.28,498.82,HAUL-0145
2022-07-01,Cat 797F,69.36,84.93,63.16,25.89,7,612.69,256981.5,744,224.89,181.95,42.95,443.65,419.72,HAUL-0145
2022-08-01,Cat 797F,67.98,84.12,106.1,37.94,4,568.46,233311.87,744,234.48,151.98,82.49,428.62,414.08,HAUL-0145
2022-09-01,Cat 797F,84.48,83.97,57.04,7.05,9,574.4,287666.05,720,108.24,64.04,44.2,514.74,496.1,HAUL-0145
2022-10-01,Cat 797F,76.04,83.32,25.98,6.15,18,529.69,240919.86,744,178.22,102.2,66.64,469.56,456.61,HAUL-0145
2022-11-01,Cat 797F,83.77,79.2,68.02,7.01,7,544.06,255417.19,720,120.51,48.83,71.68,473.28,463.73,HAUL-0145
2022-12-01,Cat 797F,70.68,79.42,69.28,5.09,6,550.16,221396.57,744,218.63,30.3,188.33,416.42,404.5,HAUL-0145
2023-01-01,Cat 797F,90.03,76.85,102.39,3.37,5,559.17,275307.59,743.98,74.57,16.88,57.69,516,498.17,HAUL-0145
2023-02-01,Cat 797F,90.7,80.32,45.3,2.95,11,523.15,252829.71,695.98,67.51,32.41,35.11,499.87,484.22,HAUL-0145
2023-03-01,Cat 797F,92.71,78.57,90.66,2.96,6,503.82,266462.24,743.98,59.69,17.78,41.9,540.45,525.16,HAUL-0145
2023-04-01,Cat 797F,74.5,80.14,27.01,6.35,16,480.42,203338.13,719.98,183.04,75.89,81.66,428.98,420.85,HAUL-0145
2023-05-01,Cat 797F,84.99,85.12,53.15,6.68,10,493.7,263044.34,743.98,110.23,66.39,43.84,535.98,529.89,HAUL-0145
2023-06-01,Cat 797F,74.58,79.92,70.9,7.8,6,553.57,231400.15,719.98,187.26,29.67,140.14,425.87,418.81,HAUL-0145
2023-07-01,Cat 797F,85.12,79.56,83.22,6.11,6,578.68,281462.13,744,109.64,20.08,73.31,500.93,491.19,HAUL-0145
2023-08-01,Cat 797F,87.87,84.63,77.93,3.53,7,535.08,291650.83,743.99,90.56,15.43,65.73,550.8,543.88,HAUL-0145
2023-09-01,Cat 797F,87.68,84.55,75.41,5.03,7,522.74,272728.16,719.99,93.01,35.43,57.59,529.7,525.05,HAUL-0145
2023-10-01,Cat 797F,88.28,82.07,135.97,4.32,4,583.35,315406.88,743.99,81.3,17.17,64.13,545.99,540.01,HAUL-0145
2023-11-01,Cat 797F,84.95,80.67,61.79,4.92,8,618.25,305615.14,719.99,109.04,36.67,69.6,497.45,488.69,HAUL-0145
2023-12-01,Cat 797F,65.44,78.8,54.48,26.25,7,539.43,201801.43,743.99,260.75,184.93,75.82,384.5,379.93,HAUL-0145
2024-01-01,Cat 797F,92.32,78.91,176.83,2.14,3,491.52,263591.38,743.99,61.11,2.82,54.66,534.4,530.69,HAUL-0145
2024-02-01,Cat 797F,70,80.83,75.59,7.21,5,483.4,178609.4,671.99,204.08,30.04,168.28,374.63,371.17,HAUL-0145
2024-03-01,Cat 797F,67.31,81.23,45.4,21.99,9,533.6,214991.71,743.99,246.16,180.17,47.59,407.07,400.61,HAUL-0145
2024-04-01,Cat 797F,86.68,83.57,57.71,3.69,9,535.03,279617.02,719.99,93.41,25.35,60.08,521.86,517.56,HAUL-0145
2024-05-01,Cat 797F,92.4,84.57,144.08,1.71,4,557.53,313042.89,743.99,56.37,4.31,49.53,580.91,570.18,HAUL-0145
2019-08-01,Cat 797F,84.4,87.3,60.41,2.85,9,619.56,322743.49,744,118.89,25.6,93.29,541.25,524.82,HAUL-0146
2019-09-01,Cat 797F,88.9,86.19,55.18,0.92,10,595.6,321485.28,720,78.14,9.19,68.95,554.07,542.95,HAUL-0146
2019-10-01,Cat 797F,85.5,86.76,139.61,4.65,4,581.6,315275.73,744,101.81,18.63,83.18,556.39,544.92,HAUL-0146
2019-11-01,Cat 797F,88.01,82.6,175.57,7.13,3,519.11,267329.35,720,90.63,9.33,69.38,523.72,515.71,HAUL-0146
2019-12-01,Cat 797F,81.06,85.24,84.82,3.51,6,570.42,283557.82,744,145.53,21.15,124.38,509.66,496.6,HAUL-0146
2020-01-01,Cat 797F,83.61,77.41,95.45,9.11,5,512.36,239605.7,744,125.26,38.82,79.6,474.6,466.24,HAUL-0146
2020-02-01,Cat 797F,55.07,84.6,62.96,3.29,5,525.23,163482.87,672,302.75,16.4,286.35,313.62,309.05,HAUL-0146
2020-03-01,Cat 797F,93.68,82.92,63.52,3.35,9,526.95,298865.78,744,44.27,29.94,14.33,576.27,566.26,HAUL-0146
2020-04-01,Cat 797F,86.12,78.65,119.16,7.69,4,510.07,241826.27,720,103.76,11.36,73.06,480.11,471.83,HAUL-0146
2020-05-01,Cat 797F,82.74,80.67,81.78,6.75,6,528.3,251047.7,744,130.89,40.09,90.8,495.27,479.27,HAUL-0146
2020-06-01,Cat 797F,90.44,82.12,76.82,3.29,7,570.43,296248.94,720,70.64,23.14,47.5,536.5,523.79,HAUL-0146
2020-07-01,Cat 797F,76.38,86.48,55.05,2.11,9,600.7,294944.52,744,174.57,18.81,155.76,495.16,484.32,HAUL-0146
2020-08-01,Cat 797F,79.06,84.96,41.54,5.06,12,526.88,254036.88,744,161.3,61.34,99.96,498.17,482.82,HAUL-0146
2020-09-01,Cat 797F,72.69,85.48,55.85,4.35,8,567.78,244759.36,720,194.72,35.1,159.62,445.26,430.65,HAUL-0146
2020-10-01,Cat 797F,88.79,87.52,58.02,2.82,10,609.01,334741.37,744,79.29,27.96,51.33,580.39,546.98,HAUL-0146
2020-11-01,Cat 797F,85.72,83.9,84.52,3.47,6,546.45,262607.02,720,108.65,20.86,87.8,508.15,483.83,HAUL-0146
2020-12-01,Cat 797F,86.6,80.7,522.76,8.85,1,527.36,263565.02,744,94.04,8.76,85.29,527.78,500.83,HAUL-0146
2021-01-01,Cat 797F,55.98,76.99,39.95,34.85,8,492.12,153243.99,744,330.52,280.77,49.75,318.23,306.74,HAUL-0146
2021-02-01,Cat 797F,59.92,87.35,31.37,15.55,11,532.73,178156.7,672,271.46,143.51,100.68,346.99,331.59,HAUL-0146
2021-03-01,Cat 797F,47.83,78.19,47.1,38.73,6,489.36,130919.15,744,385.64,215.46,152.98,280.43,271.45,HAUL-0146
2021-04-01,Cat 797F,61.12,81.62,51.7,4.05,7,516,180516.7,720,277.5,28.37,249.13,364.22,348.82,HAUL-0146
2021-05-01,Cat 797F,61.49,82.6,95.77,7.25,4,509.22,188996.29,744,282.16,29.21,252.95,383.37,371.98,HAUL-0146
2021-06-01,Cat 797F,82.39,82.04,44.73,2.26,11,572.14,270127.31,720,127.95,24.8,103.15,490.45,471.2,HAUL-0146
2021-07-01,Cat 797F,77.86,83.12,54.04,8.58,9,558.56,259823.28,744,168,70.24,91.52,481.77,466.46,HAUL-0146
2021-08-01,Cat 797F,88.33,79.53,58.5,3.68,9,541.29,273041.36,744,86.53,33.36,53.17,528.02,508.68,HAUL-0146
2021-09-01,Cat 797F,90.41,84.11,61.15,3.59,9,554.86,291377.76,720,72.49,32.05,40.45,547.24,528.72,HAUL-0146
2021-10-01,Cat 797F,89.88,82.62,183.83,3.34,3,580.06,306708.72,744,71.09,10.06,61.03,552.85,528.16,HAUL-0146
2021-11-01,Cat 797F,86.93,82.38,50.91,4.72,10,568.22,281240.65,720,95.65,25.32,48.05,512.78,489.3,HAUL-0146
2021-12-01,Cat 797F,79.69,75.05,36.84,4.18,12,528.7,225215.7,744,152.9,49.74,103.16,446.25,429.66,HAUL-0146
2022-01-01,Cat 797F,63.68,74.5,39.54,8.54,9,508.97,175887.01,744,271.12,61.88,193.73,354.86,344.41,HAUL-0146
2022-02-01,Cat 797F,90.25,77.54,51.5,4.8,9,529.66,230866.77,672,69.36,43.1,26.26,463.82,439.31,HAUL-0146
2022-03-01,Cat 797F,80.5,81.21,81.03,7.39,6,530.56,247361.63,744,142.47,44.44,98.03,484.34,464.88,HAUL-0146
2022-04-01,Cat 797F,83.58,82.71,49.2,3.89,10,499.19,235497.35,720,120.73,39.18,81.55,493.65,472.49,HAUL-0146
2022-05-01,Cat 797F,63.39,81.07,31.7,15.66,12,565.65,205345.13,744,275.95,188.66,87.29,377.85,365.27,HAUL-0146
2022-06-01,Cat 797F,78.87,82.8,116,2.99,4,605.11,273633.63,720,151.79,11.87,139.92,466.85,453.07,HAUL-0146
2022-07-01,Cat 797F,83.59,81.19,57.09,2.52,9,631.67,304641.62,744,120.49,22.63,97.86,509.6,484.58,HAUL-0146
2022-08-01,Cat 797F,63.91,83.73,81.02,21.88,5,629.88,241619.13,744,267.27,109.75,157.52,401.79,387.79,HAUL-0146
2022-09-01,Cat 797F,76.96,83.57,46.68,5.39,10,621.31,284129.86,720,160.95,54.4,106.55,467.13,452.55,HAUL-0146
2022-10-01,Cat 797F,76.77,82.21,42.59,3.87,11,584.47,266833.83,744,172.08,42.44,129.64,472.35,455.43,HAUL-0146
2022-11-01,Cat 797F,76.93,80.91,43.97,7.34,10,580.53,246687.39,720,169.7,69.94,96.66,441.87,426.7,HAUL-0146
2022-12-01,Cat 797F,87.86,81.69,59.61,4.33,9,585.55,300473.19,744,86.55,39.25,47.3,534.08,509.77,HAUL-0146
2023-01-01,Cat 797F,83.35,79.43,54.79,4.48,9,563.6,266093.24,743.98,120.51,40.23,80.28,490.39,471.49,HAUL-0146
2023-02-01,Cat 797F,69.07,76.1,45.9,4.54,8,526.4,189111.37,695.99,211.03,36.13,174.9,369.48,356.53,HAUL-0146
2023-03-01,Cat 797F,88.63,80.55,108.58,3.93,5,535.23,273190.09,743.98,81.82,16.01,62.23,537.91,515.64,HAUL-0146
2023-04-01,Cat 797F,69.82,76.93,64.29,33.67,6,503.36,189332.57,719.99,220.27,190.51,18.16,384.28,376.21,HAUL-0146
2023-05-01,Cat 797F,78.45,81.93,33.96,7.37,14,527.06,248858.91,743.98,160.93,98.4,56.8,474.57,468.05,HAUL-0146
2023-06-01,Cat 797F,61.75,78.73,26.91,9.6,13,556.4,192011.68,719.98,271.39,105.27,145.59,350.3,343.07,HAUL-0146
2023-07-01,Cat 797F,70.45,81.71,47.5,2.28,9,591.91,250131.59,744,217.52,20.54,196.98,428.54,418.48,HAUL-0146
2023-08-01,Cat 797F,85.45,83.63,88.73,7.81,6,523.7,279322.81,743.99,106.51,46.98,59.54,533.76,526.52,HAUL-0146
2023-09-01,Cat 797F,74.63,84.27,34.12,3.11,13,537.55,236717.22,719.99,186.73,40.71,146.02,447.44,441.78,HAUL-0146
2023-10-01,Cat 797F,89.98,81.64,91.91,6.66,6,557.93,305471.92,743.99,73.41,36.86,33.61,551.91,543.79,HAUL-0146
2023-11-01,Cat 797F,85.67,76.83,42.99,2.72,11,599.62,277802.5,719.99,103.05,24.24,73.37,476.06,465.56,HAUL-0146
2023-12-01,Cat 797F,83.28,76.86,78.81,3.64,6,583.5,271699.82,743.99,120.97,21.82,99.15,476.53,468.84,HAUL-0146
2024-01-01,Cat 797F,56.17,71.26,29.9,26.65,10,511.83,151361.43,744,323.91,265.79,58.12,300.88,296.11,HAUL-0146
2024-02-01,Cat 797F,41.8,75.32,21.05,22.16,10,466.74,95905.13,672,390.84,220.34,170.49,211.04,208.14,HAUL-0146
2024-03-01,Cat 797F,54.49,78.44,21.18,16.75,15,491.64,154205.86,743.99,342.19,251.01,91.19,314.62,310.48,HAUL-0146
2024-04-01,Cat 797F,29.72,81.6,58.07,94.89,3,484.72,84489.24,720,503.99,209.61,220.62,175.85,174.99,HAUL-0146
